MU_MAX,DEPLETION_RADIUS,HYPHA_RADIUS_UM,PSI_BRANCH,MIN_BRANCH_ANGLE_DEG,APICAL_BRANCH_MIN_STEP,LATERAL_DISTANCE_FROM_TIP,PHI_N,PHI_P,LATERAL_BRANCH_MIN_STEP,MAX_DEVIATION_DEG,nutrient_pm_fraction,total_tips,n_apical_events,n_lateral_events,avg_length_um,avg_volume_um3
14.797589643677911,2.990272873288432,0.6616133571359241,0.1629976075656622,97.24997114573593,2,7.089670569918684,0.1628728989868756,0.0730316015602662,0,47.80222094824324,0.11,460.0,0.0,456.0,2880.0845542065936,3960.624227282003
0.715228345196727,7.807975485414516,1.489909449073355,1.9560155961124623,20.817735757761916,4,4.25068168963222,0.0237731513707556,0.1274314444245534,7,103.29581874126794,0.07,5.4,1.8,0.0,5.377444649446648,37.501235020706446
12.51372316846526,9.971241760881073,1.2586890723970008,1.656142541653968,29.61008303966853,6,1.0813680252274074,0.1769081379435094,0.2713404417431798,3,131.8777382523869,0.09,156.2,49.6,102.8,743.8758785498874,3702.433547963324
9.58,5.0,1.4,0.995,50.0,3,4.6,0.15,0.15,7,70.0,0.09,3.0,0.0,0.0,66.62603662459493,410.25125970735854
18.77128842849145,3.2622370170826844,2.6640282780481312,1.4274842840318434,55.05513100451028,3,4.535686808757883,0.0325415002919503,0.2005663489101954,9,60.86203389374784,0.01,12.0,8.0,0.0,182.62186294917663,4071.7424744943696
11.136732072725334,1.9228181545866152,1.555823186311783,1.358945749500324,54.2667211963726,3,5.693209594139411,0.2514707667802107,0.2976128879597848,1,49.05523951064359,0.09,983.8,391.6,588.2,4264.226566795496,32427.287584941096
17.74374458085668,1.898385888080143,1.2927425390709064,1.8407871252217456,3.1495766098842304,4,0.9028875104891424,0.0172628997277377,0.2247706461386077,3,128.7219407380766,0.11,205.6,96.6,105.0,1512.2094308486046,7939.367310837583
18.75031323877764,6.407859112282291,2.4172888028775663,0.7717257589490071,71.81665023439024,1,2.6565543061551877,0.2815659837734173,0.2234995539046673,9,49.06711288563599,0.03,4.0,0.0,0.0,89.49234827909206,1642.830879651518
7.471158672915444,4.119631313481602,0.09671893792184,0.2988143597034201,50.836611463360015,0,4.711717313497805,0.0134333536807151,0.1233718951193484,2,58.69793081250505,0.01,306.2,0.0,302.2,1022.6702455511688,30.05443242709967
9.58,5.0,1.4,0.995,50.0,3,4.6,0.1425,0.15,7,70.0,0.05,3.0,0.0,0.0,66.6069526443443,410.1337496867316
